,hitokoto,from
572,不要活在别人眼中，更不要活在别人嘴中。世界不会因为你的抱怨不满而为你改变，你能做到的只有改变你自己！,"滴水穿石,不是力量大,而是功夫深。"
573,自我打败自我是最可悲的失败，自我战胜自我是最可贵的胜利。,一定的忧愁.痛苦或烦恼，对每个人都是时时必需的。一艘船如果没有压舱物，便不会稳定，不能朝着目的地一直前进。
574,想一件事就要立刻去做，不要想后果，也不要看结果，只体会其中做事的感觉，相信自己的感觉，不会错，每天在生活，工作中，体会每天的充实，那样的人生才叫完美，才能体现人生的价值，一生才能无憾！,不要感叹时间总是流逝得太快，一辈子本来就不长。
575,赢了自己才能成功。,天下没有不可能的事，只要你有信心有勇气，腔子里有热血，灵魂里有真爱。
576,为什么不把随便你吧换成我很在乎你。,实现自己既定的目标，必须能耐得住寂寞单干。
577,我不怕痛苦，只怕丢掉倔强，我不怕磨难，只怕失去你。,世间最容易的事是坚持，最难的事也是坚持。要记住，坚持到底就是胜利。
578,想一件事就要立刻去做，不要想后果，也不要看结果，只体会其中做事的感觉，相信自己的感觉，不会错，每天在生活，工作中，体会每天的充实，那样的人生才叫完美，才能体现人生的价值，一生才能无憾！,不要杞人忧天。烦恼并不会减少明天的负担，却会失去今天的快乐。
579,你要么努力向上爬，要么烂在社会最底层的泥淖里。,最常见的勇气就是在日常生活中做到诚实和正直，能够抵制诱惑，敢于讲真话，表现自我真实的一面，而不好虚伪造作。
580,人的潜能是一座无法估量的丰富的矿藏，只等着我们去挖掘。,前方无绝路，希望在转角。
581,你既然认准一条道路，何必去打听要走多久。,生活没有太多的十全十美，所有的酸甜苦辣都是最好的回忆。
582,一定的忧愁.痛苦或烦恼，对每个人都是时时必需的。一艘船如果没有压舱物，便不会稳定，不能朝着目的地一直前进。,你在学习上这种尝试精神很可贵。
583,志向太远，不可怕；没有到达，不可怕可怕的是没有志向，失去了奋斗的方向。,再高的人有时也需踮足，再矮的人有时也需屈身。
584,不自重者，取辱。不自长者，取祸。不自满者，受益。不自足者，博闻。,你是唯一的，你是十分独特的，你就是你生命中的第一名。
585,知识给人重量，成就给人光彩，大多数人只是看到了光彩，而不去称量重量。,如果你不相信努力和时光，那么时光第一个就会辜负你。不要去否定你的过去，也不要用你的过去牵扯你的未来。不是因为有希望才去努力，而是努力了，才能看到希望。
586,心若计较，处处都是怨言;心若放宽，时时都是春天。,人生应该有所追求，但暂时得不到并不会阻碍日常生活的幸福，因此，拥有一颗平常心，是人生必不可少的润滑液剂。
587,弱者，连死的方式都无从选择。,终点回到原点享受那走不完的路。
588,有事者，事竟成；破釜沉舟，百二秦关终归楚；苦心人，天不负；卧薪尝胆，三千越甲可吞吴。,人生就那么短，不要为了变成别人喜欢的样子，委屈了自己。该开心时开心，想发泄就发泄。过好自己的生活的第一件事，就是为自己而活。
589,我们没资格颓废，唯一能做的只有一往无前。,你必须百分之百的把自己推销给自己。
590,无论做什么，记得是为自己而做，那就毫无怨言。,不必太纠结于当下，也不必太忧虑未来，当你经历过一些事情的时候，眼前的风景已经和从前不一样了。
591,不怕苦，吃苦三五年；怕吃苦，吃苦一辈子。,凡事不要说“我不会”或“不可能”，因为你根本还没有去做！
592,人若有志，万事可为。,忍耐力较诸脑力，尤胜一筹。
593,勤奋是学习的枝叶，当然很苦，智慧是学习的花朵，当然香郁。,如果事与愿违，就相信上帝另有安排。
594,不要让追求之舟停泊在幻想的港湾，而应扬起奋斗的风帆，驶向现实生活的大海。,有志始知蓬莱近，无为总觉咫尺远。
595,人生不如意者十之八九，当你面对突如其来的变故时，有一个叫做坚强的家伙已经在你的脑海里根植，它时刻提醒你面对困难，请用你的智慧和毅力去克服；面对不幸，请用你的真诚和微笑去感动；面对磨难，请用的耐心去品味；面对残缺和不完美的人生，请用坦然去接受。,那些属于我们的青春故事幸福，如今，都不复存在了，现在我们又有什么渴望的呢?
596,平安是幸，知足是福，清心是禄，寡欲是寿。,可怕的是，比你优秀的人比你还要努力。
597,努力学习，勤奋工作，让青春更加光彩。,保持激情;只有激情，你才有动力，才能感染自己和其他人。
598,忌妒别人，不会给自己增加任何的好处。忌妒别人，也不可能减少别人的成就。,脚下的路还很长，活着就要坚决走下去。
599,只要一息尚存，我就要坚持到底，因为我已明白成功的一大法则：坚持到底，就是胜利。,要跟成功者有同样的结果，就必须采取同样的行动。
600,心有多大，舞台就有多大！只有想不到的，没有做不到的！,我们必须拿我们所有的，去换我们所没有的。
601,把你的脸迎向阳光，那就不会有阴影。,天空黑暗到一定程度，星辰就会熠熠生辉。
602,当热诚变成习惯，恐惧和忧虑即无处容身。缺乏热诚的人也没有明确的目标。热诚使想象的轮子转动。一个人缺乏热诚就象汽车没有汽油。善于安排玩乐和工作，两者保持热诚，就是最快乐的人。热诚使平凡的话题变得生动。,用理想去成就人生，不要蹉跎了岁月。
603,让你难过的事情，有一天，你一定会笑着说出来。,给自己一份坚强，擦干眼泪；给自己一份自信，不卑不亢；给自己一份洒脱，悠然前行。轻轻品，静静藏。为了看阳光，我来到这世上；为了与阳光同行，我笑对忧伤。
604,收拾一下情绪，开始下一个新的开始。,要有最朴素的生活和最遥远的梦想，即使明天天寒地冻，山高水远，路远马亡。
605,生命之长短殊不重要，只要你活得快乐，在有生之年做些有意义的事，便已足够。,跌倒，撞墙，一败涂地，都不用害怕，年轻叫你勇敢。
606,当你能飞的时候就不要放弃飞;当你有梦的时候就不要放弃梦。,快乐，使生命得以延续。快乐，是精神和肉体的朝气，是希望和信念，是对自己的现在和来来的信心，是一切都该如此进行的信心。
607,最珍贵的不是你现在有多好，而是经过努力，每一天的自己都比之前更好。,所有的胜利，与征服自己的胜利比起来，都是微不足道。
608,不要等待机会，而要创造机会。,只有登上山顶，才能看到那边的风光。
609,所有的胜利，与征服自己的胜利比起来，都是微不足道。,出路出路，走出去了，总是会有路的。困难苦难，困在家里就是难。
610,山有封顶，还有彼岸，慢慢长途，终有回转，余味苦涩，终有回甘。,种子牢记着雨滴献身的叮嘱，增强了冒尖的勇气。
611,不管什么时候，学习都不晚。,请记得，好朋友的定义是：你混的好，她打心眼里为你开心；你混的不好，她由衷的为你着急。
612,如果没有人为你遮风挡雨，那就学会自己披荆斩棘，面对一切，用倔强的骄傲，活出无人能及的精彩。,忘掉失败，不过要牢记失败中的教训。
613,幻想在漫长的生活征途中顺水行舟的人，他的终点在下游。只有敢于扬起风帆，顶恶浪的勇士，才能争到上游。,勇士搏出惊涛骇流而不沉沦，懦夫在风平浪静也会溺水。
614,我们的不满足大部分并非源自于疾病或物质上的困境，而是未能充分活出自己。不知道自己是谁，不认识我们真正的存在本质，无法自在地做自己，所以才会有情绪上的苦恼。,不敢说真话是人旳耻辱，不能说真话是时代旳耻辱。
615,我们因为拥有青春而幸福快乐，不要给自己留下太多的遗憾，不要等到失去的时候才懂得珍惜。,你始终不属于我，属于我的只是我自己。
616,学习，学习，再学习！学，然后知不足。,如果因为生活中因为失去阳光而毫无生气，那么我们能够创造属于自己的彩虹啊！
617,人要想学习一点东西，就应该先学会谦逊。,只要站起来的次数比倒下去的次数多，那就是成功。
618,不要等待好事降临，你要向幸福进发。,生活不可能像你想的那么美好，但也不会像你想的那么糟。
619,不要活在别人眼中，更不要活在别人嘴中。世界不会因为你的抱怨不满而为你改变，你能做到的只有改变你自己！,"山涧的泉水经过一路曲折,才唱出一支美妙的歌。"
620,你心里最崇拜谁，不必变成那个人，而是用那个人的精神和方法，去变成你自己。,幻想一步成功者突遭失败，会觉得浪费了时刻，付出了精力，却认为没有任何收获;在失败面前，懦弱者痛苦迷茫，彷徨畏缩;而强者却坚持不懈，紧追不舍。
621,知难而上，奋发图强，是竞争的作用；知难而退消极颓唐，也是竞争的作用。,不要为小事遮住视线，我们还有更大的世界。
622,只会在水泥地上走路的人，永远不会留下深深的脚印。,有时候，坚持了你最不想干的事情之后，会得到你最想要的东西。
623,希望你像星辰，善良，明亮。,如果吼叫能解决问题，驴将统治世界。最近看到最经典的一句话。------控制情绪，温柔说话。
624,眼泪不是我们的答案，拼搏才是我们的选择。,要铭记在心：每天都是一年中最美好的日子。
625,有人在光明中注视着阴影，有人在阴影中眺望着光明。,你想过普通的生活，就会遇到普通的挫折。你想过最好的生活，就一定会遇上最强的伤害。这个世界很公平，想要最好，就一定会给你最痛。
626,时间，抓住了就是黄金，虚度了就是流水。理想，努力了才叫梦想，放弃了那只是妄想。努力，虽然未必会收获，但放弃，就一定一无所获。,不要什么都说运气问题，其实或许是你自己没有倾尽全力，你有多少付出，就有多少回报。
627,没有失败，只有暂时停止成功！,生活就像一面镜子，你若对她笑，她就对你笑。
628,没有不进步的人生，只有不进取的人！,有没有你都可以，但还是要全力以赴。
629,当你无法从一楼蹦到三楼时，不好忘记走楼梯。要记住伟大的成功往往不是一蹴而就的，务必学习并领悟分解你的目标，逐步实施。,永远不要埋怨你已经发生的事情，要么就改变它，要么就安静的接受它。
630,不要活在别人眼中，更不要活在别人嘴中。世界不会因为你的抱怨不满而为你改变，你能做到的只有改变你自己！,别总是无所事事，总有一天你会后悔。
631,天行健，君子以自强不息；地势坤，君子以厚德载物。,努力了不一定能够成功，但是放弃了肯定是失败。
632,常求有利别人，不求有利自己。,在我们追求和等待的那时，生命已不知不觉地偷渡过去。一个不会欣赏自己的人，往往难有快乐的情绪。你记住也好，我忘了也罢，生命本是一场来去轮回的旋转。
633,人性最可怜的就是：我们总是梦想着天边的一座奇妙的玫瑰园，而不去欣赏今天就开在我们窗口的玫瑰。,开始一种恐慌，停留与不可复制的回忆。
634,让我们将事前的忧虑，换为事前的思考和计划吧!,一个女人喜欢一个男人时，她希望听到谎言；当一个女人厌恶一个男人时，她希望听到真理。
635,只要你确信自己正确就去做。做了有人说不好，不做还是有人说不好，不要逃避批判。,在我们能掌控和拼搏的时间里，去提升我们生命的质量。
636,成功是命，一半拼命一半宿命，我会时刻的拼命，去迎接自己宿命的到来。,宁愿笑着流泪，也不哭着说后悔。
637,想平庸，也不甘心，真的不怎么喜欢现在的自己，但我会努力让自己变得更好。,每个人都是一个国王，在自己的世界里纵横跋扈，你不要听我的，但你也不要让我听你的。
638,不要放弃，你要配的上自己的野心，也不要辜负了所受的苦难。,成功其实很简单，就是当你坚持不住的时候，再坚持一下。
639,用理想去成就人生，不要蹉跎了岁月。,一个人只有亲眼看到自己伤疤的时候才知道什么是痛，什么是对与错。
640,这一秒不放弃，下一秒就有希望！坚持下去就会成功！,没有天生的信心，只有不断培养的信心。
641,低头是一种能力，它不是自卑，也不是怯弱，它是清醒中的嬗变。,在你内心深处，还有无穷的潜力，有一天当你回首看时，你就会知道这绝对是真的。
